File	NSR	NEM	NOA	COMPLEX	TIPO
atsilo.entity.Account.java	0	6	3	1	PDT
atsilo.entity.Assenza.java	0	4	2	1	PDT
atsilo.entity.Attivita.java	0	13	7	3	PDT
atsilo.entity.AttivitaTirocinante.java	0	12	6	3	PDT
atsilo.entity.Bambino.java	0	43	22	3	PDT
atsilo.entity.Bando.java	0	16	8	3	PDT
atsilo.entity.Beans.java	0	0	0	1	PDT
atsilo.entity.CampoDomandaQuestionario.java	0	11	5	2	PDT
atsilo.entity.Classe.java	1	7	4	1	PDT
atsilo.entity.CompilaQuestionario.java	0	4	2	1	PDT
atsilo.entity.Contestazione.java	0	6	3	1	PDT
atsilo.entity.DomandaIscrizione.java	0	55	27	3	PDT
atsilo.entity.DomandaQuestionario.java	3	9	4	2	PDT
atsilo.entity.EducatoreDidattico.java	0	3	2	1	PDT
atsilo.entity.Evento.java	1	18	9	3	PDT
atsilo.entity.EventPlanner.java	0	0	0	1	PDT
atsilo.entity.Extra.java	0	11	6	3	PDT
atsilo.entity.Fattura.java	0	6	3	1	PDT
atsilo.entity.Feedback.java	0	6	3	1	PDT
atsilo.entity.Genitore.java	1	23	12	3	PDT
atsilo.entity.Insegna.java	2	4	2	1	PDT
atsilo.entity.Massimo.java	0	6	3	1	PDT
atsilo.entity.MenuMensa.java	0	16	8	3	PDT
atsilo.entity.Nota.java	0	4	2	1	PDT
atsilo.entity.OrarioUtente.java	0	16	8	3	PDT
atsilo.entity.Partecipa.java	2	4	2	1	PDT
atsilo.entity.PersonaleAsilo.java	0	4	3	1	PDT
atsilo.entity.phpbb_user.java	3	154	77	3	PDT
atsilo.entity.ProgrammaEducativoSettimanale.java	0	11	6	3	PDT
atsilo.entity.Psicopedagogo.java	0	2	1	1	PDT
atsilo.entity.Questionario.java	8	21	9	3	PDT
atsilo.entity.Registro.java	0	9	5	2	PDT
atsilo.entity.RegistroTirocinante.java	0	10	6	3	PDT
atsilo.entity.ResponsabileQuestionario.java	0	0	0	1	PDT
atsilo.entity.ResponsabileTirocini.java	0	0	0	1	PDT
atsilo.entity.Retta.java	0	17	9	3	PDT
atsilo.entity.Richiesta.java	0	14	7	3	PDT
atsilo.entity.RichiestaTirocinante.java	0	12	6	3	PDT
atsilo.entity.RispostaQuestionario.java	0	9	4	2	PDT
atsilo.entity.Schedulazione.java	0	5	3	1	PDT
atsilo.entity.Servizio.java	0	12	6	3	PDT
atsilo.entity.StatisticheQuestionario.java	2	5	3	1	PDT
atsilo.entity.Tirocinante.java	0	19	10	3	PDT
atsilo.entity.Utente.java	0	36	18	3	PDT
atsilo.exception.AccountException.java	0	0	0	1	PDT
atsilo.exception.BambinoException.java	0	0	0	1	PDT
atsilo.exception.BandoException.java	0	0	0	1	PDT
atsilo.exception.ClasseException.java	0	0	0	1	PDT
atsilo.exception.DatiPersonaliException.java	0	0	0	1	PDT
atsilo.exception.DBConnectionException.java	0	0	0	1	PDT
atsilo.exception.DomandaIscrizioneException.java	0	0	0	1	PDT
atsilo.exception.EventoException.java	0	0	0	1	PDT
atsilo.exception.GenitoreException.java	0	0	0	1	PDT
atsilo.exception.InserimentoDatiException.java	0	0	0	1	PDT
atsilo.exception.LoginException.java	0	0	0	1	PDT
atsilo.exception.QuestionarioException.java	0	0	0	1	PDT
atsilo.exception.RegistroException.java	0	0	0	1	PDT
atsilo.exception.ServizioException.java	0	0	0	1	PDT
atsilo.exception.UtenteException.java	0	0	0	1	PDT
atsilo.storage.Database.java	21	7	2	2	DMT
atsilo.storage.DBAccount.java	17	3	0	1	DMT
atsilo.storage.DBAssenza.java	16	3	0	1	DMT
atsilo.storage.DBAttivita.java	22	4	0	1	DMT
atsilo.storage.DBBambino.java	40	5	0	1	DMT
atsilo.storage.DBBando.java	20	5	0	1	DMT
atsilo.storage.DBBeans.java	44	7	13	3	DMT
atsilo.storage.DBBeansInterface.java	0	3	0	1	DMT
atsilo.storage.DBCampoDomandaQuestionario.java	19	3	0	1	DMT
atsilo.storage.DBClasse.java	16	1	0	1	DMT
atsilo.storage.DBCompilaQuestionario.java	17	2	0	1	DMT
atsilo.storage.DBDomandaIscrizione.java	57	5	0	1	DMT
atsilo.storage.DBDomandaQuestionario.java	17	5	0	1	DMT
atsilo.storage.DBEducatoreDidattico.java	30	4	0	1	DMT
atsilo.storage.DBEvento.java	30	3	0	1	DMT
atsilo.storage.DBExtra.java	2	4	0	1	DMT
atsilo.storage.DBFattura.java	2	4	0	1	DMT
atsilo.storage.DBFeedback.java	0	3	0	1	DMT
atsilo.storage.DBGenitore.java	42	3	0	1	DMT
atsilo.storage.DBInsegna.java	21	1	0	1	DMT
atsilo.storage.DBMenuMensa.java	0	3	0	1	DMT
atsilo.storage.DBOrarioUtente.java	20	4	0	1	DMT
atsilo.storage.DBPartecipa.java	19	1	0	1	DMT
atsilo.storage.DBPersonaleAsilo.java	32	6	0	1	DMT
atsilo.storage.DBphpbb_users.java	4	1	0	1	DMT
atsilo.storage.DBProgrammaEducativoSettimanale.java	0	3	0	1	DMT
atsilo.storage.DBPsicopedagogo.java	31	4	0	1	DMT
atsilo.storage.DBQuestionario.java	26	2	0	1	DMT
atsilo.storage.DBRegistro.java	17	6	0	1	DMT
atsilo.storage.DBResponsabileQuestionario.java	29	4	0	1	DMT
atsilo.storage.DBRetta.java	19	3	0	1	DMT
atsilo.storage.DBRichiesta.java	21	4	0	1	DMT
atsilo.storage.DBRispostaQuestionario.java	20	4	0	1	DMT
atsilo.storage.DBServizio.java	19	4	0	1	DMT
atsilo.storage.DBTirocinante.java	39	4	0	1	DMT
atsilo.storage.ManagerDB.java	0	5	0	1	DMT
atsilo.storage.Tabella.java	24	5	3	1	DMT
atsilo.util.AtsiloConstants.java	0	0	0	1	PDT
atsilo.util.IterableOnlyOnce.java	0	1	2	1	TMT
